date,week,tweets,processed,nltk-compound,nltk-pos,nltk-neg,tb-polarity,tb-subjectivity
2020-07-23,10,"   Mostly correct. One means is controlling transfer of such property the way Bitcoin is controlled, by allowing such a secure blockchain to act as a title registry that, one could say, controls control of digitally controlled property.","Mostly correct. One means is controlling transfer of such property the way Bitcoin is controlled, by allowing such a secure blockchain to act as a title registry that, one could say, controls control of digitally controlled property.",0.34,0.066,0.0,0.18,0.42000000000000004
2020-07-24,10," Bitcoin is for spending on these kinds of things, needs so important that most people in the world can thankfully hope and expect that they are only likely to occur after many years or even decades of HODLing.","Bitcoin is for spending on these kinds of things, needs so important that most people in the world can thankfully hope and expect that they are only likely to occur after many years or even decades of HODLing.",0.7944,0.187,0.0,0.27999999999999997,0.8
2020-07-26,10," Generally speaking we can't. Political factions inevitably increase with social scale. 

We can use or return to tried-and-true institutions of scale, trust-minimized.  Rarely we can evolve &amp; even more rarely invent new ones (e.g. Bitcoin, a far more trust minimized money).","Generally speaking we can't. Political factions inevitably increase with social scale. We can use or return to tried-and-true institutions of scale, trust-minimized.  Rarely we can evolve &amp; even more rarely invent new ones (e.g. Bitcoin, a far more trust minimized money).",0.7089,0.134,0.0,0.19196969696969698,0.592121212121212
2020-07-31,11,"  ""I want it, I want it, I want it.""

""You can't have it!""

Bitcoin","""I want it, I want it, I want it.""""You can't have it!""Bitcoin",0.2942,0.318,0.0,0.0,0.0
2020-08-05,12," Several paragraphs in that call amount to 'we have so many of those dollars spewing from the Fed, how can we get rid of them?'
""if you have large dollar values and you're hoping for any kind of return on them, that's faded. Gold, silver, and bitcoin are showing strength.""","Several paragraphs in that call amount to 'we have so many of those dollars spewing from the Fed, how can we get rid of them?'""if you have large dollar values and you're hoping for any kind of return on them, that's faded. Gold, silver, and bitcoin are showing strength.""",0.6705,0.103,0.0,0.32857142857142857,0.4571428571428572
2020-08-09,12,"  The U.S. Constitution has been around for over 230 years. While it has accumulated many problems over those years it is far from irreparable &amp; the viable alternatives are likely far worse. That said, the monetary system is indeed one of those flaws and worth fixing with Bitcoin.","The U.S. Constitution has been around for over 230 years. While it has accumulated many problems over those years it is far from irreparable &amp; the viable alternatives are likely far worse. That said, the monetary system is indeed one of those flaws and worth fixing with Bitcoin.",-0.5994,0.036,0.11,0.09999999999999998,0.6999999999999998
2020-08-14,13, Big overlap with people who whine about Bitcoin's fees being too high.,Big overlap with people who whine about Bitcoin's fees being too high.,-0.3612,0.0,0.185,0.08,0.31999999999999995
2020-08-18,14,"   For my part I have strong evidence favoring Bitcoin's continued and growing success, because I understand both its protocol &amp; history of prior &amp; current monetary systems &amp; their vulnerabilities. But the skepticism of the many who don't know these things is understandable to me.","For my part I have strong evidence favoring Bitcoin's continued and growing success, because I understand both its protocol &amp; history of prior &amp; current monetary systems &amp; their vulnerabilities. But the skepticism of the many who don't know these things is understandable to me.",0.836,0.221,0.069,0.24666666666666667,0.32666666666666666
2020-08-22,14, That buffoon was clearly the wrong person to introduce Bitcoin to.,That buffoon was clearly the wrong person to introduce Bitcoin to.,-0.1027,0.182,0.209,-0.19999999999999998,0.6416666666666666
2020-08-22,14,"  I see recurring reasons for Bitcoin pretty often, but haven't seen anything quite as bad as the Greek crisis in a while.","I see recurring reasons for Bitcoin pretty often, but haven't seen anything quite as bad as the Greek crisis in a while.",-0.8938,0.07,0.362,-0.14999999999999994,0.5555555555555555
2020-08-27,15,  They should use a censorship-resistant system: Bitcoin and ,They should use a censorship-resistant system: Bitcoin and,0.0,0.0,0.0,0.0,0.0
2020-08-28,15,"   Bitcoin and other actual cryptographic currencies, not to mention much of cryptography generally, are based on mathematics that both depend on and are several levels above and beyond mere algebra.","Bitcoin and other actual cryptographic currencies, not to mention much of cryptography generally, are based on mathematics that both depend on and are several levels above and beyond mere algebra.",0.0,0.0,0.0,-0.05357142857142857,0.2535714285714286
